long, lat, eventNumber
-115.367,-79.6869,56151166
-112.169,-79.448,56151223
-112.137,-79.4623,56151275
-118.809,-79.8863,56151304
-110.514,-79.3065,56151366
-114.122,-79.5478,56151483
-112.192,-79.4371,56151519
-110.777,-79.3432,56151548
-114.63,-79.6459,56151589
-110.709,-79.3747,56151615
-112.028,-79.5152,56151639
-122.748,-79.965,56151646
-112.138,-79.4627,56151695
-112.139,-79.4627,56151745
-112.947,-79.5746,56205219
-112.677,-79.4568,56205246
-114.626,-79.6866,56205271
-110.502,-79.3262,56205289
-114.579,-79.7136,56205309
-117.439,-79.7786,56205333
-112.076,-79.5089,56205355
-112.205,-79.455,56205396
-112.586,-79.5014,56205418
-112.65,-79.4713,56205441
-117.313,-79.8629,56205466
-109.931,-79.2929,56205488
-113.1,-79.5036,56205511
-113.512,-79.5859,56205531
-117.29,-79.8835,56205566
-110.813,-79.3461,56205585
-112.134,-79.4864,56205597
-112.146,-79.4809,56205608
-114.652,-79.6787,56205627
-112.674,-79.4618,56205648
-112.143,-79.4835,56205718
-114.743,-79.6337,56205734
-118.986,-79.9683,56205760
-114.62,-79.6995,56205774
-111.48,-79.3923,56205800
-114.64,-79.6878,56205814
-110.561,-79.3086,56205863
-114.072,-79.6261,56205891
-110.475,-79.3414,56205910
-113.012,-79.5522,56205935
-112.116,-79.499,56205958
-110.881,-79.3231,56205972
-111.397,-79.4297,56205991
-112.301,-79.4208,56206011
-110.722,-79.3873,56206032
-111.499,-79.3879,56206056
-112.191,-79.4686,56206069
-112.27,-79.4364,56206091
-112.071,-79.5206,56206111
-114.678,-79.6752,56206130
-110.811,-79.3537,56206151
-111.557,-79.3648,56206178
-115.537,-79.6648,56206221
-112.325,-79.4153,56206242
-111.341,-79.4562,56206266
-116.214,-79.8226,56206284
-111.193,-79.3543,56206386
-112.237,-79.4556,56206411
-112.199,-79.4721,56206449
-111.142,-79.3766,56206469
-112.589,-79.518,56206491
-111.148,-79.3754,56206510
-110.406,-79.3755,56206534
-110.567,-79.3158,56206571
-111.327,-79.3018,56206612
-110.588,-79.3093,56206627
-109.956,-79.2971,56206647
-112.189,-79.4815,56206673
-112.726,-79.4596,56206720
-111.463,-79.4161,56206743
-114.069,-79.6524,56206765
-113.059,-79.5515,56206784
-111.875,-79.4264,56206846
-109.87,-79.2187,56206867
-110.242,-79.3161,56206886
-114.831,-79.6263,56206900
-114.749,-79.6676,56206925
-111.81,-79.4574,56206965
-110.998,-79.2934,56206980
-112.201,-79.4855,56207011
-113.517,-79.621,56207028
-112.328,-79.4326,56207044
-114.671,-79.7171,56207063
-116.496,-79.7148,56207076
-112.676,-79.4959,56207100
-109.728,-79.2762,56207118
-115.353,-79.7939,56207137
-111.457,-79.43,56207156
-111.908,-79.4205,56207168
-112.276,-79.4585,56207188
-110.399,-79.2645,56207207
-114.736,-79.6883,56207227
-112.267,-79.4632,56207248
-112.181,-79.5006,56207265
-113.528,-79.6245,56207282
-110.947,-79.3208,56207295
-110.981,-79.3079,56207336
-109.501,-79.2544,56207364
-114.683,-79.7231,56207380
-115.363,-79.7988,56207398
-110.817,-79.3745,56207419
-113.566,-79.6131,56207459
-110.526,-79.3484,56207484
-110.635,-79.3075,56207502
-110.548,-79.3411,56207537
-112.217,-79.4924,56207552
-110.618,-79.3149,56207572
-114.765,-79.6873,56207591
-111.336,-79.4843,56207613
-112.183,-79.5086,56207633
-112.671,-79.5122,56207651
-112.219,-79.4935,56207669
-115.469,-79.7548,56207711
-110.66,-79.3009,56207729
-110.286,-79.3147,56207744
-111.049,-79.4398,56207759
-86.3167,-78.5378,56207773
-111.933,-79.4224,56207781
-114.236,-79.6024,56207796
-114.193,-79.6267,56207815
-111.198,-79.3809,56207833
-112.746,-79.4829,56207890
-112.247,-79.4853,56207907
-112.19,-79.5106,56207937
-114.683,-79.7411,56207952
-112.246,-79.4864,56208028
-114.675,-79.7458,56208053
-116.29,-79.871,56208076
-112.272,-79.4766,56208126
-116.482,-79.7704,56208143
-119.307,-79.9679,56208162
-114.806,-79.6793,56208172
-110.064,-79.2788,56208184
-112.242,-79.4908,56208243
-112.197,-79.5098,56208258
-111.235,-79.3692,56208286
-110.809,-79.3877,56208308
-112.385,-79.4303,56208328
-113.2,-79.5191,56208348
-112.53,-79.5806,56208375
-112.2,-79.5091,56208392
-110.615,-79.3227,56208415
-113.237,-79.502,56208436
-112.193,-79.5122,56208461
-114.763,-79.7052,56208503
-112.348,-79.446,56208521
-113.617,-79.6048,56208570
-112.33,-79.4531,56208585
-112.233,-79.4948,56208606
-114.802,-79.6814,56208615
-111.795,-79.4852,56208659
-112.671,-79.5201,56208673
-111.495,-79.4307,56208686
-110.717,-79.2832,56208704
-112.609,-79.5462,56208726
-112.547,-79.572,56208771
-110.613,-79.3226,56208797
-113.103,-79.5647,56208824
-112.215,-79.5,56208843
-110.547,-79.3472,56208893
-114.783,-79.6885,56208917
-112.362,-79.4374,56208938
-110.631,-79.3151,56208973
-111.12,-79.414,56208989
-112.757,-79.4777,56209004
-110.838,-79.3741,56209019
-112.214,-79.4984,56209040
-112.579,-79.5554,56209087
-113.609,-79.6027,56209104
-112.239,-79.4867,56209126
-114.83,-79.6589,56209146
-113.151,-79.5354,56209163
-109.206,-79.2622,56209179
-112.148,-79.5245,56209205
-112.265,-79.4732,56209272
-110.52,-79.3675,56230260
-114.642,-79.7487,56230278
-111.465,-79.4493,56230313
-112.192,-79.5155,56230338
-112.655,-79.5287,56230349
-111.056,-79.4475,56230362
-110.342,-79.3081,56230381
-114.732,-79.7053,56230397
-110.863,-79.3743,56230409
-111.224,-79.3821,56230424
-114.75,-79.6944,56230444
-111.288,-79.3567,56230464
-112.719,-79.501,56230486
-114.773,-79.6822,56230516
-110.874,-79.3698,56230551
-113.818,-79.5026,56230562
-113.489,-79.6512,56230605
-110.715,-79.2951,56230620
-112.356,-79.4465,56230637
-112.242,-79.4934,56230659
-114.819,-79.6586,56230684
-112.362,-79.4434,56230727
-114.832,-79.6521,56230740
-114.808,-79.6634,56230761
-110.613,-79.3326,56230785
-112.225,-79.5,56230824
-110.936,-79.3455,56230842
-110.548,-79.3557,56230857
-112.187,-79.5148,56230889
-113.152,-79.5393,56230911
-113.678,-79.5695,56230930
-111.185,-79.3957,56230951
-115.426,-79.7587,56230969
-112.236,-79.4945,56230988
-110.644,-79.3205,56231002
-110.675,-79.3091,56231025
-112.328,-79.4561,56231045
-114.812,-79.6594,56231064
-112.257,-79.485,56231107
-112.219,-79.5014,56231130
-119.072,-79.9948,56231150
-112.63,-79.5361,56231169
-111.98,-79.4128,56231203
-110.127,-79.2663,56231213
-109.574,-79.2478,56231255
-111.534,-79.4201,56231273
-109.765,-79.2847,56231299
-111.619,-79.3842,56231317
-114.855,-79.6383,56231338
-112.345,-79.4493,56231364
-110.966,-79.3335,56231389
-112.175,-79.5187,56231403
-110.623,-79.3275,56231418
-111.337,-79.335,56231454
-111.59,-79.3969,56231473
-112.187,-79.5139,56231495
-112.226,-79.4973,56231524
-112.297,-79.4682,56231544
-111.261,-79.3659,56231554
-111.901,-79.4455,56231570
-110.26,-79.3349,56231583
-110.715,-79.2937,56231597
-112.317,-79.46,56231619
-110.591,-79.3392,56231635
-111.935,-79.4308,56231649
-110.785,-79.402,56231664
-111.169,-79.4014,56231683
-109.846,-79.256,56231702
-111.139,-79.4135,56231717
-110.913,-79.3537,56231726
-114.795,-79.6656,56231737
-111.603,-79.392,56231759
-112.275,-79.4773,56231789
-110.675,-79.3089,56231819
-110.581,-79.3431,56231846
-111.557,-79.4112,56231867
-112.339,-79.4512,56232771
-112.253,-79.4861,56232780
-112.314,-79.4615,56232792
-112.168,-79.5213,56232808
-110.693,-79.3025,56232820
-114.729,-79.6984,56232839
-112.712,-79.5013,56232913
-110.632,-79.3248,56232938
-112.649,-79.5279,56232961
-114.771,-79.6772,56232978
-110.283,-79.3277,56233006
-112.185,-79.5151,56233029
-109.824,-79.2645,56233075
-111.209,-79.387,56233103
-113.116,-79.5553,56233133
-114.783,-79.6721,56233203
-112.358,-79.445,56233218
-112.136,-79.5348,56233347
-110.602,-79.3366,56233377
-110.981,-79.3292,56233414
-110.722,-79.293,56233443
-112.312,-79.4635,56233460
-112.36,-79.4444,56233475
-110.687,-79.3062,56233499
-111.579,-79.4039,56233516
-114.804,-79.6635,56233609
-114.729,-79.6999,56233638
-114.75,-79.6893,56233656
-113.158,-79.5369,56233698
-112.246,-79.4919,56233776
-109.644,-79.2249,56233917
-117.51,-79.8328,56233956
-115.501,-79.7231,56234033
-110.643,-79.3234,56234241
-110.53,-79.3642,56234299
-114.789,-79.6725,56234366
-112.266,-79.4844,56234405
-114.895,-79.623,56234455
-112.373,-79.4412,56234547
-110.841,-79.2504,56234845
-114.55,-79.7869,56234946
-112.399,-79.432,56234970
-110.265,-79.2215,56235372
-112.317,-79.4651,56235400
-112.162,-79.3373,56235532
-112.305,-79.4701,56235575
-113.175,-79.533,56235671
-110.981,-79.3326,56236375
-110.836,-79.3881,56258496
-116.247,-79.8117,56258573
-113.563,-79.6154,56258596
-113.084,-79.5688,56258618
-114.765,-79.6695,56258647
-114.677,-79.7121,56258668
-112.309,-79.4688,56258690
-113.994,-79.7022,56258713
-114.687,-79.7091,56258729
-114.668,-79.7195,56258782
-112.221,-79.5055,56258801
-114.823,-79.6478,56258817
-118.9,-80.0008,56258842
-114.808,-79.6544,56258878
-113.6,-79.6052,56258900
-112.64,-79.5382,56258950
-117.4,-79.851,56258965
-114.66,-79.7275,56258995
-113.252,-79.502,56259010
-112.435,-79.4242,56259046
-110.695,-79.3166,56259069
-112.264,-79.4923,56259136
-112.39,-79.4431,56259152
-111.002,-79.3352,56259174
-112.209,-79.5144,56259189
-113.2,-79.5261,56259229
-111.554,-79.4259,56259259
-112.757,-79.4931,56259285
-112.337,-79.4642,56259305
-112.326,-79.4686,56259329
-113.718,-79.5573,56259344
-112.774,-79.4858,56259361
-111.055,-79.3167,56259399
-112.383,-79.4468,56259412
-114.841,-79.6456,56259435
-111.633,-79.3948,56259458
-115.287,-79.8176,56259482
-109.403,-79.2244,56259513
-114.832,-79.6493,56259568
-114.822,-79.6537,56259582
-111.844,-79.4793,56259623
-110.209,-79.255,56259694
-112.236,-79.5038,56259726
-111.262,-79.38,56259764
-112.606,-79.5533,56259780
-114.572,-79.7655,56259801
-114.753,-79.6834,56259812
-114.171,-79.6321,56259833
-115.437,-79.7397,56259851
-109.73,-79.2091,56259996
-118.939,-79.957,56260028
-113.58,-79.6131,56260042
-112.729,-79.5021,56260056
-115.552,-79.6905,56260073
-112.29,-79.4791,56260162
-111.917,-79.4489,56260190
-112.715,-79.5059,56260224
-112.708,-79.5083,56260258
-114.936,-79.5906,56260295
-114.729,-79.6853,56260317
-112.373,-79.4449,56260344
-114.742,-79.6781,56260374
-110.649,-79.3297,56260420
-113.135,-79.5445,56260449
-112.693,-79.5109,56260467
-111.286,-79.3654,56260510
-112.663,-79.5222,56260541
-113.618,-79.5882,56260561
-114.686,-79.6996,56260584
-110.11,-79.1773,56260643
-112.211,-79.5037,56260669
-114.227,-79.5861,56260694
-112.302,-79.4671,56260743
-114.692,-79.6912,56260778
-112.357,-79.4453,56260803
-114.77,-79.6548,56260816
-114.576,-79.7426,56260855
-114.695,-79.6876,56260876
-122.228,-80.0877,56260889
-112.322,-79.4564,56260941
-114.761,-79.6551,56260977
-109.724,-79.2043,56260999
-122.111,-80.0932,56261044
-112.715,-79.4928,56261065
-110.754,-79.2862,56261076
-111.601,-79.393,56261093
-117.276,-79.8551,56261112
-112.329,-79.4506,56261165
-114.174,-79.6014,56261185
-114.732,-79.6618,56261205
-115.427,-79.7117,56261246
-113.579,-79.5905,56261263
-114.627,-79.7095,56261285
-112.332,-79.4466,56261334
-113.689,-79.5422,56261359
-112.016,-79.3915,56261389
-111.864,-79.4523,56261452
-112.37,-79.4312,56261472
-110.156,-79.2601,56261521
-114.804,-79.6229,56261537
-112.7,-79.4906,56261610
-113.779,-79.494,56261685
-111.089,-79.2875,56261760
-117.084,-79.9222,56262050
-115.421,-79.6959,56262476
-113.442,-79.6318,56262612
-110.698,-79.2971,56262870
-110.908,-79.3492,56263912
-110.655,-79.3448,56274063
-114.68,-79.7185,56274098
-110.626,-79.3545,56274108
-110.767,-79.3062,56274122
-112.824,-79.4751,56274139
-112.062,-79.4061,56274157
-110.83,-79.2844,56274179
-111.559,-79.4351,56274197
-109.335,-79.2589,56274215
-112.332,-79.4758,56274228
-111.028,-79.3393,56274242
-115.241,-79.8269,56274261
-110.573,-79.3717,56274284
-113.669,-79.583,56274312
-112.186,-79.5312,56274325
-109.638,-79.2561,56274342
-114.491,-79.7937,56274366
-113.983,-79.7127,56274382
-112.155,-79.5426,56274400
-111.271,-79.3889,56274416
-113.124,-79.5656,56274430
-111.585,-79.4256,56274451
-109.724,-79.2276,56274470
-112.243,-79.5107,56274485
-111.975,-79.4407,56274509
-111.628,-79.4103,56274524
-112.234,-79.5142,56274538
-111.624,-79.412,56274553
-111.757,-79.5193,56274567
-114.044,-79.6888,56274580
-112.674,-79.5347,56274595
-109.509,-79.2046,56274609
-112.281,-79.4975,56274647
-114.74,-79.6905,56274669
-110.685,-79.3361,56274711
-115.42,-79.7455,56274733
-112.509,-79.4092,56274762
-112.285,-79.4971,56274787
-113.604,-79.6138,56274815
-112.775,-79.4982,56274888
-114.749,-79.6901,56274944
-112.328,-79.4818,56274964
-111.653,-79.4052,56274985
-112.58,-79.5757,56275025
-112.185,-79.5371,56275044
-112.769,-79.5032,56275060
-112.327,-79.4847,56275082
-114.109,-79.6695,56275178
-115.509,-79.7173,56275203
-114.827,-79.663,56275309
-114.642,-79.747,56275342
-112.294,-79.5029,56275831
-111.257,-79.406,56275889
-113.162,-79.5656,56275941
-110.709,-79.3381,56276074
-112.178,-79.5502,56276132
-112.293,-79.5089,56276188
-113.199,-79.5564,56276285
-112.298,-79.5095,56276367
-111.456,-79.3405,56276487
-113.135,-79.5824,56284572
-111.946,-79.4697,56284592
-114.737,-79.7083,56284605
-112.314,-79.5034,56284630
-110.332,-79.249,56284649
-112.36,-79.4855,56284690
-113.205,-79.552,56284737
-112.096,-79.4153,56284761
-112.81,-79.5012,56284774
-113.602,-79.6297,56284787
-111.112,-79.332,56285302
-112.475,-79.4434,56285352
-114.722,-79.7171,56285375
-111.639,-79.428,56285390
-114.663,-79.7426,56285400
-122.304,-80.2081,56285420
-114.755,-79.7037,56285435
-112.793,-79.5098,56285534
-114.867,-79.6543,56285572
-110.851,-79.3002,56285617
-112.839,-79.4936,56285637
-113.218,-79.5503,56285652
-111.3,-79.4023,56285668
-112.386,-79.4799,56285706
-114.783,-79.6934,56285770
-112.484,-79.4433,56285783
-114.722,-79.7239,56285797
-112.425,-79.4666,56285840
-112.783,-79.5169,56285882
-112.4,-79.4761,56285933
-110.779,-79.3285,56286152
-111.33,-79.3969,56286341
-112.297,-79.5443,56302045
-112.376,-79.5155,56302079
-110.97,-79.411,56302121
-110.743,-79.3665,56302161
-114.701,-79.7638,56302215
-113.174,-79.607,56302265
-112.73,-79.5679,56302400
-111.197,-79.3359,56302444
-111.444,-79.3828,56302576
-112.209,-79.574,56302712
-112.352,-79.5247,56302771
-112.464,-79.4835,56302900
-111.164,-79.3467,56303381
-111.104,-79.3672,56303416
-112.338,-79.5282,56303457
-112.111,-79.4453,56303495
-113.729,-79.6161,56303547
-114.869,-79.6921,56303592
-113.582,-79.6683,56303629
-112.869,-79.5131,56303673
-113.23,-79.5822,56303714
-112.346,-79.5248,56303758
-111.248,-79.3168,56303787
-113.287,-79.5554,56303821
-112.429,-79.4933,56303899
-112.425,-79.4954,56303938
-115.564,-79.736,56303971
-112.49,-79.4705,56304055
-114.782,-79.725,56304188
-110.847,-79.3278,56304676
-112.414,-79.4955,56304697
-112.525,-79.4529,56304723
-110.858,-79.3234,56304753
-121.599,-80.1228,56304775
-109.91,-79.2144,56304799
-114.726,-79.7386,56304827
-111.396,-79.3922,56304844
-112.455,-79.4763,56304929
-110.776,-79.3482,56304978
-112.746,-79.548,56305057
-111.346,-79.4069,56305116
-117.281,-79.8931,56305145
-112.7,-79.5644,56305183
-114.109,-79.6935,56305345
-111.109,-79.3539,56305463
-113.407,-79.4889,56305656
-112.337,-79.5115,56305730
-112.516,-79.4442,56305801
-112.278,-79.5304,56305898
-115.312,-79.805,56305955
-112.435,-79.4709,56306098
-111.354,-79.3847,56346137
-120.771,-80.2824,56346151
-113.125,-79.5143,56346189
-112.962,-79.5704,56346209
-112.616,-79.5224,56346234
-115.49,-79.8225,56346264
-120.819,-80.2168,56346286
-111.442,-79.3564,56346314
-114.971,-79.7202,56346344
-114.823,-79.771,56346372
-112.102,-79.3989,56346399
-114.82,-79.7716,56346425
-109.786,-79.1876,56346443
-110.453,-79.2487,56346473
-111.338,-79.3893,56346523
-111.214,-79.3148,56346559
-112.723,-79.4863,56346641
-112.745,-79.4785,56346683
-111.418,-79.3642,56346760
-110.396,-79.1784,56346796
-112.946,-79.576,56346825
-114.937,-79.7318,56346869
-113.112,-79.518,56346921
-110.141,-79.2504,56346939
-114.948,-79.7277,56346962
-113.824,-79.6573,56347406
-116.349,-79.8462,56347430
-120.778,-80.1743,56347475
-112.405,-79.4415,56347518
-114.965,-79.7225,56347541
-112.445,-79.4284,56347626
-111.355,-79.3854,56347654
-111.363,-79.3831,56347676
-115.501,-79.8169,56347735
-115.586,-79.7865,56347791
-112.576,-79.5371,56347818
-120.809,-80.213,56347843
-112.737,-79.4843,56347871
-112.618,-79.5243,56347914
-111.046,-79.3683,56347935
-112.052,-79.4196,56347960
-111.58,-79.317,56348005
-112.516,-79.5586,56348038
-111.705,-79.4013,56348076
-112.703,-79.4974,56348101
-118.565,-80.0517,56348138
-114.877,-79.7568,56348168
-112.784,-79.4706,56348185
-112.657,-79.5133,56348212
-112.263,-79.4909,56348245
-115.009,-79.7126,56348266
-112.653,-79.5152,56348294
-111.307,-79.2914,56348361
-114.016,-79.5935,56348399
-110.198,-79.2394,56348455
-115.47,-79.8362,56348497
-120.839,-80.1891,56348531
-111.567,-79.3246,56348586
-112.752,-79.4845,56348603
-113.531,-79.5698,56348711
-111.056,-79.371,56348729
-111.162,-79.3394,56348744
-115.515,-79.8248,56348757
-111.01,-79.385,56348815
-120.846,-80.1683,56348912
-112.666,-79.5177,56348954
-111.137,-79.3491,56348967
-114.82,-79.7878,56348982
-112.684,-79.5127,56349015
-115.112,-79.6854,56349050
-111.68,-79.4188,56349083
-112.712,-79.5053,56349118
-114.959,-79.7439,56349193
-113.24,-79.4911,56349237
-113.793,-79.6891,56349409
-100.215,-76.6219,56384067
-100.257,-76.6412,56384190
-100.322,-76.6476,56384697
-111.661,-79.3616,56397750
-113.168,-79.5387,56397774
-111.512,-79.3,56397792
-111.805,-79.433,56397823
-113.135,-79.5508,56397860
-115.355,-79.8082,56397878
-110.471,-79.2429,56397901
-113.201,-79.5291,56397927
-111.895,-79.4065,56397949
-113.49,-79.6033,56397987
-112.526,-79.4587,56398023
-113.221,-79.5239,56398051
-113.14,-79.5511,56398081
-113.532,-79.5904,56398110
-111.573,-79.3921,56398125
-113.647,-79.5527,56398160
-111.838,-79.4256,56398189
-113.151,-79.5485,56398208
-115.395,-79.7987,56398228
-113.102,-79.5659,56398306
-113.121,-79.5772,56406074
-113.194,-79.5707,56416821
-110.903,-79.3551,56431912
-83.4347,-78.7523,56432275
-113.635,-79.6602,56443483
-112.655,-79.5225,56444107
-113.214,-79.6331,56444211
-114.492,-79.752,56444239
-113.446,-79.5618,56444315
-112.167,-79.4263,56444371
-115.74,-79.7996,56444410
-113.375,-79.5858,56444458
-111.291,-79.2742,56444492
-115.716,-79.8067,56444561
-115.6,-79.8414,56444612
-112.153,-79.4304,56444636
-114.074,-79.6957,56444661
-111.178,-79.3976,56444708
-112.059,-79.4579,56444732
-113.333,-79.5983,56444765
-111.621,-79.3699,56445293
-112.683,-79.5135,56445318
-113.343,-79.595,56445338
-113.447,-79.5603,56445356
-111.853,-79.4069,56445379
-113.734,-79.6308,56445403
-111.954,-79.3768,56445420
-113.555,-79.5251,56445446
-113.709,-79.6383,56445486
-113.307,-79.6048,56445515
-114.168,-79.6631,56445553
-111.294,-79.3646,56445575
-113.036,-79.5391,56445599
-113.498,-79.5423,56445621
-113.654,-79.6537,56445633
-112.151,-79.4297,56445655
-111.854,-79.4059,56445675
-111.808,-79.4193,56445698
-114.106,-79.6823,56445714
-112.129,-79.4355,56445739
-112.418,-79.4652,56445761
-112.056,-79.4565,56445804
-113.601,-79.6677,56445821
-113.836,-79.594,56445860
-113.18,-79.4911,56445871
-111.905,-79.3897,56445896
-111.349,-79.3476,56445925
-113.777,-79.6137,56445948
-115.543,-79.8511,56445965
-113.772,-79.6149,56445987
-112.645,-79.5216,56446039
-112.96,-79.5596,56446060
-112.904,-79.5776,56446080
-111.954,-79.3741,56446094
-113.317,-79.5981,56446163
-111.862,-79.4009,56446379
-115.614,-79.8284,56446436
-114.458,-79.754,56446538
-111.999,-79.4703,56446562
-111.909,-79.3864,56446591
-111.254,-79.3725,56446625
-111.946,-79.375,56446694
-113.264,-79.6118,56447112
-113.211,-79.6265,56447129
-113.345,-79.5866,56447149
-112.309,-79.4936,56447186
-113.162,-79.6395,56447217
-112.975,-79.5511,56447243
-115.498,-79.858,56447262
-112.535,-79.4537,56464713
-112.201,-79.4381,56464752
-112.124,-79.4596,56464776
-111.889,-79.4194,56464829
-111.901,-79.416,56464875
-110.906,-79.3182,56464923
-114.211,-79.6701,56464953
-114.05,-79.7197,56464983
-113.651,-79.6744,56465016
-110.874,-79.2469,56465056
-114.964,-79.8197,56465195
-113.387,-79.6023,56465229
-111.058,-79.2781,56465272
-111.842,-79.4335,56465356
-110.963,-79.3035,56465502
-111.365,-79.3683,56465533
-112.879,-79.6095,56465568
-112.711,-79.5267,56465622
-113.348,-79.614,56465716
-113.248,-79.6414,56465820
-113.203,-79.6542,56465958
-111.768,-79.4551,56465994
-111.953,-79.5081,56466034
-113.184,-79.6594,56466157
-110.582,-79.3252,56467184
-112.194,-79.4647,56539056
-112.972,-79.5783,56539604
-113.568,-79.6701,56540332
-113.559,-79.6727,56540408
-113.626,-79.6741,56555308
-113.082,-79.5721,56555343
-113.522,-79.7022,56555474
-111.213,-79.3171,56555786
-111.977,-79.3652,56555867
-113.553,-79.6946,56555902
-111.626,-79.3703,56555959
-111.958,-79.4587,56555997
-113.961,-79.7245,56556429
-75.8084,-76.9828,56585622
-112.437,-79.5744,56629531
-111.632,-79.4321,56630024
-111.694,-79.3441,56630688
-112.302,-79.4336,56630707
-112.524,-79.5536,56630888
-111.47,-79.3944,56630980
-112.661,-79.5215,56631008
-111.494,-79.3899,56631513
-112.816,-79.5791,56631598
-112.507,-79.5587,56631742
-112.123,-79.4761,56632146
-111.556,-79.3947,56655956
-111.558,-79.3949,56658886
-112.579,-79.5595,56659096
-111.682,-79.3658,56659731
-111.659,-79.3707,56659757
-112.634,-79.5433,56661616
-111.095,-79.2973,56662200
-112.593,-79.5532,56663139
-112.392,-79.5131,56663867
-111.86,-79.3979,56664097
-111.12,-79.2364,56664898
-112.665,-79.5215,56711609
-111.778,-79.4012,56711923
-111.407,-79.3436,56712183
-112.514,-79.5522,56712385
-100.18,-76.4075,56737046
-100.257,-76.4143,56737669
-100.259,-76.4205,56738661
-100.239,-76.4161,56738666
-100.235,-76.4125,56738668
-100.287,-76.4243,56738672
-100.302,-76.4291,56738682
-100.286,-76.4229,56738762
-100.275,-76.4125,56738773
-100.312,-76.4091,56738779
-100.306,-76.4096,56738835
-100.262,-76.4202,56738883
-100.208,-76.4125,56738924
-100.201,-76.4146,56738938
-100.246,-76.4152,56738945
-100.267,-76.4184,56738995
-100.269,-76.4196,56739011
-100.236,-76.4123,56739040
-100.218,-76.4168,56739181
-100.27,-76.4194,56739212
-100.237,-76.4148,56739213
-100.239,-76.4146,56739214
-100.268,-76.4197,56739226
-100.25,-76.4253,56739244
-100.271,-76.4218,56739246
-100.214,-76.4119,56739260
-100.277,-76.4188,56739335
-100.231,-76.4154,56739609
-100.216,-76.4157,56739619
-100.253,-76.4081,56739636
-100.233,-76.41,56739677
-100.215,-76.4118,56739701
-100.219,-76.4181,56739805
-100.184,-76.4244,56740063
-100.22,-76.4166,56740128
-100.246,-76.4218,56740140
-100.257,-76.4142,56740191
-100.21,-76.4137,56740192
-100.234,-76.4099,56740204
-111.078,-79.2416,56741412
-111.587,-79.378,56741914
-112.75,-79.5949,56742726
-111.936,-79.4465,56743626
-112.158,-79.4738,56743687
-112.639,-79.5335,56744255
-112.317,-79.4421,56744454
-111.24,-79.2666,56744774
-111.35,-79.3624,56744804
-112.871,-79.5705,56745140
-112.403,-79.5009,56745223
-111.588,-79.3794,56745396
-112.328,-79.5158,56745719
-110.595,-79.1368,56745959
-112.654,-79.5289,56746230
-112.481,-79.5645,56746388
-111.658,-79.4314,56746702
-112.585,-79.5422,56747451
-100.256,-76.4132,56752580
-100.249,-76.4127,56752600
-100.29,-76.411,56752698
-100.202,-76.4244,56752726
-100.276,-76.4005,56752748
-100.234,-76.4061,56752753
-100.218,-76.4118,56753136
-100.278,-76.4083,56753174
-100.251,-76.411,56753179
-112.639,-79.5432,56754267
-112.803,-79.5089,56754304
-112.953,-79.4776,56754472
-112.586,-79.4749,56754637
-114.347,-79.7909,56754777
-111.271,-79.2711,56754882
-112.701,-79.5338,56754921
-114.094,-79.7276,56754943
-112.601,-79.555,56754974
-114.095,-79.8489,56755001
-111.821,-79.4129,56755034
-110.792,-79.2052,56755073
-112.068,-79.4344,56755262
-113.977,-79.6449,56755302
-111.278,-79.2716,56755422
-111.332,-79.319,56755700
-110.714,-79.1727,56755722
-112.172,-79.414,56755744
-111.107,-79.2509,56755765
-111.773,-79.3576,56755784
-112.527,-79.573,56755816
-111.686,-79.3752,56755850
-113.934,-79.7667,56755905
-113.156,-79.6222,56755933
-112.593,-79.5602,56755966
-111.891,-79.4017,56756000
-111.502,-79.3478,56756034
-112.245,-79.4731,56756086
-112.743,-79.5298,56756153
-112.962,-79.5708,56756180
-112.376,-79.5229,56764750
-111.863,-79.4755,56764776
-112.516,-79.4945,56764806
-112.721,-79.5332,56764836
-112.512,-79.576,56764900
-111.753,-79.3709,56769995
-111.739,-79.3734,56770028
-113.04,-79.5687,56774651
-112.789,-79.533,56774886
-110.963,-79.2352,56774907
-112.831,-79.5234,56775306
-114.84,-79.8671,56807079
-112.723,-79.5662,56807148
-112.71,-79.5688,56807186
-112.877,-79.6218,56807282
-112.67,-79.5774,56807359
-113.473,-79.6894,56807426
-112.858,-79.5391,56807549
-111.917,-79.4254,56807591
-113.545,-79.675,56807640
-110.983,-79.2634,56827106
-111.92,-79.3796,56827492
-111.225,-79.2146,56837071
-111.787,-79.3941,56847434
-111.887,-79.3726,56847945
-112.468,-79.5423,56848796
-111.566,-79.3654,56848814
-112.866,-79.6264,56849493
-111.804,-79.4473,56849585
-111.823,-79.3767,56849707
-113.248,-79.6367,56850263
-112.856,-79.5373,56850367
-112.173,-79.4416,56850695
-112.131,-79.3788,56850815
-111.292,-79.2905,56850999
-112.081,-79.3881,56851040
-110.967,-79.2431,56851900
-113.043,-79.5836,56851931
-113.307,-79.6218,56851950
-112.035,-79.3965,56851979
-111.815,-79.3726,56851995
-112.613,-79.5024,56852031
-112.203,-79.4339,56852121
-113.454,-79.6868,56852228
-111.866,-79.3624,56852260
-111.929,-79.3501,56852295
-114.106,-79.7668,56852362
-111.783,-79.3781,56852397
-111.894,-79.4232,56852437
-112.203,-79.4337,56852465
-112.854,-79.5342,56852500
-111.775,-79.3798,56852623
-113.449,-79.6876,56852658
-111.973,-79.408,56852689
-116.533,-80.1672,56852773
