long, lat, eventNumber
165.99,-78.0769,8787383
165.83,-78.1312,8787399
168.029,-77.6427,8787608
166.315,-78.0169,8787727
166.233,-78.0024,8787751
166.346,-78.054,8787940
166.054,-78.0909,8788306
166.328,-78.0208,8788357
166.352,-78.0256,8788522
165.977,-78.0777,8788537
166.444,-78.0426,8788607
166.422,-78.0069,8788623
168.986,-77.3581,8788789
166.268,-78.0421,8788804
165.904,-78.0943,8789075
166.549,-78.0028,8790758
166.427,-78.0132,8790857
166.342,-78.0326,8792867
166.203,-78.0134,8796340
166.243,-78.0215,8797072
166.295,-78.0311,8797193
166.271,-78.0267,8797233
166.262,-78.0256,8797559
166.303,-78.0043,8868647
166.304,-78.0412,8869587
166.477,-78.0027,8869642
166.338,-78.0141,8870651
166.414,-78.0132,8885686
166.243,-78.0256,8890506
168.026,-77.653,8911755
168.06,-77.6857,8958717
166.512,-78.0176,8961411
166.563,-78.03,8964234
166.645,-78.0089,8966786
166.436,-78.0121,8967702
166.344,-78.0363,8968403
168.074,-77.649,8972008
166.421,-78.0207,8972502
166.534,-78.002,8972779
166.539,-78.0052,8973947
166.368,-78.0169,8975167
168.026,-77.6509,8976653
168.045,-77.6569,8977713
166.482,-78.044,8978331
168.123,-77.6732,8978883
166.467,-78.0032,8979347
166.655,-78.0411,8980715
166.601,-78.0326,8981458
168.038,-77.6641,8981538
166.415,-78.0389,8981554
168.095,-77.6756,8981996
166.563,-78.0688,8982667
166.429,-78.0443,8982935
166.495,-78.0232,8985767
166.472,-78.0197,8986140
168.032,-77.6795,8988566
165.95,-78.109,9026970
166.175,-78.0732,9027112
166.237,-78.045,9027285
166.246,-78.0478,9027974
166.283,-78.0135,9028102
166.299,-78.0167,9028298
166.119,-78.068,9029853
166.176,-78.0786,9030057
166.037,-78.0926,9030326
166.127,-78.0703,9030486
166.181,-78.0803,9030666
168.03,-77.6846,9030765
168.145,-77.7054,9031034
166.905,-78.0022,9031036
166.366,-78.075,9031181
168.001,-77.68,9031203
166.269,-78.0974,9031261
166.547,-78.025,9031803
165.612,-78.1284,9032060
166.371,-78.0355,9032204
166.306,-78.1052,9032214
166.453,-78.0081,9032429
168.048,-77.6892,9032451
165.947,-78.0787,9032469
166.274,-78.0998,9033141
166.683,-78.0076,9033340
166.311,-78.0666,9033433
166.892,-78.0019,9033496
168.072,-77.6942,9033950
166.653,-78.0464,9034018
166.287,-78.0214,9034245
165.822,-78.1682,9034746
166.137,-78.0755,9034870
167.068,-78.0366,9035153
165.911,-78.1487,9035154
166.275,-78.0612,9035670
166.165,-78.0812,9035721
166.234,-78.0942,9036450
166.505,-78.0198,9036489
168.097,-77.6987,9036509
166.23,-78.0936,9036552
168.009,-77.6834,9036947
165.624,-78.2029,9037125
166.064,-78.0635,9037226
166.165,-78.0819,9037249
166.428,-78.0903,9037273
166.258,-78.0991,9037292
166.17,-78.0828,9037319
166.028,-78.1341,9037336
166.301,-78.0668,9037656
166.184,-78.0457,9037850
166.326,-78.0718,9038089
166.345,-78.0339,9038352
166.668,-78.0516,9038413
168.048,-77.691,9038795
166.249,-78.0984,9038861
168.006,-77.6834,9038939
168.001,-77.6827,9039052
168.058,-77.6929,9039061
166.205,-78.0905,9039376
166.256,-78.0598,9039485
166.233,-78.0958,9039497
166.592,-78.0381,9039889
168.039,-77.6899,9039895
166.501,-78.1058,9039988
166.605,-78.0406,9039989
166.367,-78.1213,9040137
168.013,-77.6854,9040139
166.23,-78.0959,9040245
166.454,-78.0555,9040361
166.193,-78.008,9040368
166.383,-78.0001,9040470
166.264,-78.0622,9040490
166.309,-78.111,9040553
166.124,-78.0769,9040696
166.307,-78.1109,9040827
166.191,-78.0895,9040989
166.492,-78.0638,9041309
166.188,-78.0892,9041358
166.614,-78.0001,9041685
166.173,-78.0871,9041910
166.43,-78.0532,9042281
168.055,-77.695,9042299
166.512,-78.0258,9042344
165.91,-78.2259,9042356
166.697,-78.0166,9042525
168.03,-77.6916,9042991
168.083,-77.701,9043107
166.398,-78.1317,9043495
168.022,-77.6915,9043831
168.017,-77.6907,9043915
166.562,-78.0809,9044094
165.798,-78.2083,9044416
166.641,-78.0092,9044477
166.18,-78.0526,9044689
166.215,-78.0593,9044901
166.453,-78.1035,9044973
166.429,-78.0146,9044992
166.678,-78.0171,9045068
166.09,-78.077,9045073
166.647,-78.0115,9045080
166.226,-78.1022,9045204
166.328,-78.0807,9045217
166.414,-78.0551,9045246
166.428,-78.0158,9045615
166.351,-78.0445,9045628
166.367,-78.0889,9045743
166.38,-78.1325,9045844
166.41,-78.0562,9046103
166.223,-78.1035,9046117
168.06,-77.7034,9046755
166.646,-78.0145,9046816
166.219,-78.0705,9051946
166.523,-78.0427,9052057
166.134,-78.0954,9052236
166.221,-78.1123,9052626
166.224,-78.0315,9053010
166.171,-78.1034,9053024
166.121,-78.0943,9053137
165.911,-78.0569,9053761
166.099,-78.0909,9053769
166.339,-78.0536,9054157
165.829,-78.1562,9054273
166.307,-78.0055,9054460
168.064,-77.649,9054558
168.123,-77.6594,9054570
165.706,-78.2053,9054668
166.844,-78.0162,9054687
166.577,-78.0116,9054776
166.6,-78.0157,9054785
166.302,-78.0473,9054898
166.278,-78.0006,9055017
166.249,-78.1199,9055303
166.782,-78.0048,9055317
165.935,-78.0626,9055324
166.424,-78.0273,9055346
166.537,-78.0043,9055381
169.364,-77.1479,9055395
166.574,-78.0114,9055502
168.103,-77.7206,9055532
166.781,-78.0047,9055554
169.213,-77.2202,9055751
165.882,-78.0533,9055876
166.177,-78.0664,9055924
166.844,-78.017,9056001
166.326,-78.0939,9056072
166.803,-78.0094,9056082
166.303,-78.0483,9056176
166.118,-78.0959,9056220
166.247,-78.1201,9056274
166.123,-78.0972,9056778
166.097,-78.0925,9056782
166.27,-78.0839,9056789
166.421,-78.0278,9056857
165.737,-78.177,9056862
165.889,-78.0551,9056884
166.477,-78.1232,9056905
165.663,-78.1638,9056948
165.077,-78.1938,9056989
166.232,-78.0771,9056992
166.106,-78.0542,9057202
166.112,-78.0553,9057214
165.901,-78.0179,9057225
166.272,-78.0846,9057226
165.9,-78.1341,9057318
166.446,-78.0327,9057325
166.381,-78.0206,9057362
166.166,-78.0653,9057397
166.055,-78.0454,9057413
166.774,-78.0044,9057416
168.165,-77.6675,9057467
165.716,-78.2093,9057749
165.887,-78.169,9057757
166.024,-78.0799,9057761
165.979,-78.0717,9057772
166.623,-78.0217,9057837
166.191,-78.0702,9057921
165.918,-78.0998,9057961
166.767,-78.0033,9058066
166.159,-78.1048,9058187
166.306,-78.0075,9058194
166.837,-78.0166,9058204
166.489,-78.0412,9058208
166.372,-78.0194,9058212
166.105,-78.0949,9058225
168.099,-77.7206,9058251
166.348,-78.0994,9058308
166.129,-78.0994,9058404
166.17,-78.1069,9058416
166.268,-78.0844,9058451
166.767,-78.0036,9058457
165.761,-78.2182,9058458
166.294,-78.1302,9058462
166.096,-78.0933,9058468
166.038,-78.0829,9058473
166.445,-78.118,9058737
166.097,-78.0937,9058744
166.748,-78.0002,9058754
165.843,-78.2338,9058864
166.412,-78.1117,9058868
166.261,-78.0835,9058881
166.047,-78.0848,9059004
166.191,-78.1344,9059021
166.205,-78.0733,9059029
166.796,-78.0095,9059036
165.967,-78.0703,9059200
166.119,-78.0579,9059202
165.991,-78.152,9059217
165.542,-78.1435,9059218
166.403,-78.0257,9059222
166.257,-78.0829,9059223
166.173,-78.0266,9059252
165.97,-78.1101,9059274
166.198,-78.113,9059286
166.337,-78.0564,9059298
166.186,-78.0702,9059318
165.789,-78.1522,9059352
166.261,-78.0426,9059453
166.242,-78.0391,9059462
165.585,-78.0859,9059469
166.224,-78.1178,9059473
165.623,-78.1935,9059477
165.982,-78.1505,9059484
166.023,-78.0808,9059490
166.376,-78.0638,9059500
166.101,-78.0549,9059589
166.203,-78.1142,9059604
166.278,-78.0873,9059635
165.734,-78.1786,9059660
166.279,-78.0461,9059665
165.73,-78.2133,9059670
166.267,-78.0852,9059678
166.524,-78.0045,9059694
166.224,-78.118,9059714
166.054,-78.0867,9059789
166.164,-78.1069,9059841
166.198,-78.1363,9059847
165.875,-78.1684,9059868
165.861,-78.0524,9059935
166.115,-78.0167,9059960
165.953,-78.0686,9059972
166.012,-78.0395,9060093
166.79,-78.0094,9060186
166.119,-78.0588,9060216
166.001,-78.0377,9060263
166.165,-78.1079,9060269
166.816,-78.0142,9060291
165.965,-78.0316,9060357
166.064,-78.0891,9060404
166.16,-78.0253,9060413
166.233,-78.0384,9060465
165.549,-78.181,9060481
165.503,-78.1729,9060680
166.076,-78.0915,9060685
166.133,-78.0618,9060691
166.276,-78.088,9060715
166.146,-78.0643,9060783
166.158,-78.0664,9060819
166.175,-78.0696,9060905
166.061,-78.089,9060937
165.848,-78.0896,9060941
166.238,-78.04,9061095
166.081,-78.093,9061239
166.192,-78.073,9061261
166.329,-78.0983,9061269
165.552,-78.1473,9061276
165.885,-78.0581,9061404
166.142,-78.0235,9061703
166.101,-78.0572,9061797
166.414,-78.0304,9061841
165.88,-78.0578,9061859
165.94,-78.0288,9061864
165.995,-78.0787,9062069
165.974,-78.075,9062126
166.293,-78.0514,9062132
166.113,-78.1002,9062133
166.148,-78.0662,9062136
166.39,-78.0265,9062149
165.563,-78.1506,9062163
166.178,-78.0719,9062255
166.018,-78.0831,9062281
166.153,-78.0676,9062460
165.799,-78.0829,9062512
166.483,-78.0444,9062688
166.083,-78.0954,9062711
166.248,-78.0441,9062811
166.287,-78.0928,9062815
166.092,-78.0975,9062941
166.142,-78.1463,9063160
165.152,-78.1809,9063236
166.038,-78.0883,9063503
166.544,-78.0128,9063551
166.582,-78.0199,9063552
166.393,-78.0291,9063560
165.929,-78.0691,9063775
166.247,-78.0452,9063776
166.024,-78.0465,9063804
165.947,-78.1114,9063831
164.783,-78.3628,9064137
166.095,-78.0599,9064352
166.243,-78.0871,9064480
165.67,-78.1732,9064492
165.503,-78.1389,9064634
166.054,-78.0932,9064745
166.221,-78.0425,9064858
166.404,-78.0337,9065044
166.399,-78.0758,9065147
165.561,-78.1898,9065152
165.848,-78.1338,9065175
166.138,-78.1099,9065195
165.543,-78.1518,9065272
165.611,-78.1641,9065279
165.671,-78.0266,9065296
166.3,-78.0152,9065312
165.853,-78.1723,9065365
166.224,-78.0857,9065623
165.866,-78.1379,9065650
166.285,-78.0564,9066202
166.106,-78.0653,9066331
166.006,-78.0881,9066819
165.902,-78.0699,9067178
166.135,-78.1134,9067642
165.59,-78.2022,9069122
165.959,-78.0894,9072178
165.943,-78.0875,9072848
165.833,-78.0967,9090391
165.636,-78.1381,9090628
166.594,-78.0232,9090740
166.43,-78.0384,9090752
166.027,-78.1326,9090754
166.293,-78.0569,9090755
165.438,-78.2106,9090822
166.152,-78.1558,9090834
165.994,-78.1265,9090838
166.511,-78.008,9090840
165.584,-78.2019,9090847
166.157,-78.1164,9090851
166.138,-78.0713,9090852
166.471,-78.0006,9090856
166.459,-78.0439,9090898
165.922,-78.1134,9090899
166.486,-78.0035,9090911
165.606,-78.1699,9090933
166.55,-78.0155,9090941
166.55,-78.0157,9090956
165.911,-78.1115,9090958
166.497,-78.0056,9090962
166.53,-78.0118,9091126
165.536,-78.229,9091175
165.856,-78.1788,9091246
166.136,-78.029,9091327
166.528,-78.0115,9091334
166.495,-78.0055,9091338
165.955,-78.08,9091367
166.166,-78.1371,9091427
166.13,-78.1121,9091456
166.094,-78.1484,9091459
165.527,-78.1923,9091572
165.38,-78.2008,9091575
166.485,-78.0039,9091591
165.937,-78.0768,9091592
166.112,-78.0673,9091743
165.98,-78.1639,9091774
166.009,-78.1301,9091847
165.485,-78.2202,9091851
166.569,-78.0197,9091866
166.288,-78.057,9091867
165.679,-78.2204,9091878
166.302,-78.0597,9091879
165.636,-78.2125,9092067
165.908,-78.1118,9092123
166.096,-78.1062,9092131
166.485,-78.0042,9092138
165.914,-78.073,9092155
166.103,-78.1076,9092279
166.099,-78.1497,9092298
165.99,-78.1269,9092402
166.07,-78.1415,9092410
165.957,-78.1209,9092415
166.612,-78.0278,9092424
165.417,-78.2081,9092475
166.672,-78.0392,9092485
164.733,-78.4077,9092488
166.487,-78.0046,9092492
165.91,-78.1125,9092951
166.081,-78.0622,9092959
166.589,-78.0236,9092961
165.242,-78.2641,9092962
165.856,-78.1416,9092968
166.487,-78.0048,9092982
166.408,-78.0356,9093011
165.411,-78.2073,9093021
166.623,-78.0301,9093022
166.155,-78.1358,9093031
166.519,-78.0106,9093034
166.1,-78.1072,9093038
166.492,-78.0057,9093053
166.382,-78.0748,9093069
166.222,-78.0453,9093070
165.867,-78.1048,9093089
165.726,-78.156,9093091
166.628,-78.031,9093092
165.933,-78.1168,9093107
166.136,-78.1199,9093110
165.583,-78.2034,9093111
165.15,-78.3395,9093112
166.487,-78.0047,9093115
166.526,-78.0119,9093182
166.283,-78.0565,9093211
165.981,-78.1256,9093219
166.546,-78.0157,9093222
166.208,-78.0854,9093237
166.622,-78.03,9093239
165.903,-78.0713,9093240
166.17,-78.0359,9093241
166.66,-78.037,9093265
166.008,-78.1306,9093311
166.063,-78.1406,9093315
166.507,-78.0083,9093323
164.197,-78.4133,9093327
165.888,-78.1086,9093339
165.501,-78.2238,9093544
166.226,-78.1831,9093682
165.814,-78.1341,9093687
166.555,-78.0175,9093692
165.871,-78.1055,9093697
166.526,-78.0119,9093701
166.301,-78.0599,9093704
165.898,-78.1104,9093706
166.295,-78.1672,9093708
166.487,-78.0047,9093716
165.203,-78.2564,9093719
166.505,-78.0079,9093729
166.647,-78.0346,9093742
165.94,-78.1182,9093779
166.078,-78.1434,9093780
165.91,-78.1126,9094076
166.286,-78.0569,9094096
166.164,-78.0772,9094102
166.029,-78.1345,9094103
166.331,-78.1083,9094210
165.937,-78.1177,9094218
166.239,-78.0047,9094222
165.984,-78.1261,9094223
166.502,-78.0074,9094233
166.3,-78.1682,9094234
166.171,-78.1632,9094238
166.598,-78.0254,9094323
166.627,-78.0308,9094335
166.489,-78.0505,9094336
166.365,-78.0715,9094351
165.895,-78.11,9094352
166.03,-78.0943,9094354
164.75,-78.366,9094358
166.487,-78.0946,9094363
166.63,-78.0313,9094364
166.096,-78.1066,9094366
165.753,-78.1985,9094367
165.681,-78.2216,9094368
166.088,-78.1052,9094379
165.481,-78.2203,9094383
165.892,-78.1093,9094391
166.045,-78.097,9094392
166.427,-78.0832,9094401
165.536,-78.2304,9094416
165.492,-78.2224,9094420
164.458,-78.4629,9094491
166.034,-78.1355,9094513
165.946,-78.1585,9094611
166.128,-78.1528,9094618
166.51,-78.0089,9094627
165.606,-78.2077,9094628
166.76,-78.0086,9094630
166.63,-78.0314,9094640
166.019,-78.1327,9094647
166.066,-78.1412,9094651
165.847,-78.2159,9094655
166.031,-78.1349,9094656
165.733,-78.1947,9094662
166.238,-78.1492,9094663
165.882,-78.1467,9094750
166.563,-78.0189,9094756
166.191,-78.172,9094760
165.812,-78.0949,9094772
166.16,-78.1184,9094775
166.772,-78.0109,9094776
166.564,-78.0189,9094777
166.671,-78.0388,9094780
165.942,-78.1577,9094784
166.149,-78.1567,9094843
166.083,-78.0626,9094970
166.026,-78.1339,9094980
166.61,-78.0275,9094994
166.172,-78.1634,9095002
165.83,-78.0982,9095003
166.051,-78.0568,9095010
165.642,-78.1782,9095014
165.585,-78.1678,9095030
166.073,-78.1426,9095150
166.469,-78.0467,9095167
165.997,-78.1286,9095183
166.499,-78.0068,9095199
165.979,-78.1253,9095219
166.51,-78.0087,9095238
166.596,-78.0249,9095240
166.597,-78.0251,9095249
166.48,-78.0034,9095259
166.618,-78.0289,9095264
166.379,-78.03,9095272
166.505,-78.0079,9095278
166.018,-78.1326,9095286
166.051,-78.0981,9095430
165.97,-78.0836,9095435
166.562,-78.1088,9095442
166.344,-78.0237,9095449
166.017,-78.1324,9095468
165.579,-78.203,9095474
165.031,-78.3046,9095487
166.781,-78.0126,9095488
165.642,-78.2505,9095497
165.851,-78.1021,9095672
166.522,-78.011,9095679
166.481,-78.0035,9095708
166.534,-78.0131,9095717
166.525,-78.0115,9095721
166.493,-78.0058,9095755
165.441,-78.2133,9095766
166.277,-78.0116,9095774
166.106,-78.0669,9095860
166.058,-78.0583,9095882
166.455,-78.0443,9095895
166.484,-78.0042,9095964
166.643,-78.0338,9095977
166.573,-78.0208,9095988
166.185,-78.0812,9095993
165.951,-78.1205,9096003
166.608,-78.0272,9096004
165.722,-78.2298,9096024
166.492,-78.0057,9096034
166.609,-78.0274,9096048
166.391,-78.0324,9096078
166.441,-78.0867,9096414
165.806,-78.2462,9096426
166.763,-78.0098,9096434
166.743,-78.0537,9096455
166.471,-78.0026,9096470
165.969,-78.1245,9096491
166.083,-78.0635,9096509
166.496,-78.007,9096545
166.069,-78.1431,9096878
166.054,-78.1403,9096884
166.59,-78.0246,9096896
165.974,-78.165,9096910
166.72,-78.0493,9096924
166.15,-78.1584,9096968
166.405,-78.1235,9097000
166.559,-78.019,9097001
166.722,-78.0026,9097016
166.525,-78.0126,9097068
166.515,-78.0109,9097107
166.609,-78.0284,9097232
166.616,-78.0299,9097385
166.222,-78.0896,9097395
166.573,-78.0219,9097416
166.253,-78.0954,9097432
166.489,-78.0064,9097442
166.775,-78.0127,9097443
166.342,-78.069,9097457
166.08,-78.1483,9097482
166.614,-78.0298,9097533
166.647,-78.036,9097575
166.311,-78.0192,9097607
165.791,-78.1701,9097631
166.127,-78.1546,9097642
164.501,-78.4444,9097669
166.423,-78.1276,9097671
166.548,-78.0178,9097672
166.127,-78.1143,9097691
165.871,-78.2227,9097692
166.768,-78.0117,9097693
166.424,-78.1279,9097705
166.656,-78.0379,9097735
166.391,-78.0784,9097736
166.361,-78.1159,9097747
166.462,-78.1353,9097760
166.565,-78.0666,9097770
166.222,-78.0473,9097815
165.893,-78.1117,9097897
166.121,-78.1539,9097909
166.729,-78.0047,9097970
165.888,-78.1886,9098043
166.178,-78.124,9098055
166.151,-78.1595,9098068
166.666,-78.0403,9098088
166.05,-78.1803,9098115
166.159,-78.1634,9098131
165.635,-78.2517,9098151
166.426,-78.0411,9098161
165.943,-78.1605,9098201
166.184,-78.1734,9098215
166.281,-78.1016,9098253
166.904,-78.0386,9098282
166.505,-78.0102,9098283
166.351,-78.1148,9098298
165.991,-78.2081,9098312
166.596,-78.0272,9098331
165.132,-78.3289,9098361
165.986,-78.1294,9098371
166.389,-78.0787,9098406
165.693,-78.2631,9098456
166.681,-78.0434,9098520
166.813,-78.0214,9098521
165.932,-78.1198,9098529
166.257,-78.0974,9098555
166.509,-78.0113,9098566
166.071,-78.1452,9098575
166.116,-78.1537,9098576
166.644,-78.0366,9098613
166.056,-78.221,9098640
166.45,-78.0008,9098687
166.179,-78.1666,9098736
166.028,-78.0971,9098752
166.236,-78.1522,9098755
166.559,-78.0209,9098770
165.68,-78.2611,9098835
166.388,-78.0792,9098873
166.478,-78.0061,9098879
166.068,-78.0631,9098909
165.73,-78.2707,9098911
166.104,-78.1518,9098934
166.596,-78.028,9098947
165.124,-78.3283,9098955
166.594,-78.0276,9098958
166.525,-78.0151,9098987
166.701,-78.048,9099010
165.778,-78.2437,9099011
166.53,-78.0161,9099039
166.201,-78.0877,9099042
166.595,-78.0739,9099054
166.422,-78.0416,9099061
166.078,-78.1499,9099065
166.401,-78.0821,9099219
166.308,-78.108,9099290
166.162,-78.1642,9099369
166.123,-78.1562,9099497
166.497,-78.056,9099511
166.499,-78.0108,9099522
165.91,-78.156,9099532
166.59,-78.0276,9099543
165.898,-78.2671,9099560
166.433,-78.0442,9099576
166.714,-78.0512,9099578
166.058,-78.1443,9099579
166.638,-78.037,9099612
165.987,-78.1706,9099618
166.323,-78.1113,9099679
165.935,-78.1219,9099689
166.177,-78.1262,9099699
166.557,-78.022,9099716
166.336,-78.1138,9099726
166.376,-78.0782,9099761
166.132,-78.1584,9099809
165.632,-78.2176,9099813
166.654,-78.0404,9099828
166.521,-78.0157,9099861
166.635,-78.083,9099868
166.725,-78.0541,9099880
166.066,-78.1463,9099935
166.226,-78.0939,9100088
165.922,-78.1978,9100105
165.734,-78.2732,9100120
166.672,-78.0443,9100263
166.735,-78.0566,9100275
166.041,-78.1421,9100290
166.145,-78.1396,9100303
165.527,-78.2349,9100512
166.163,-78.1248,9100535
166.69,-78.001,9100536
166.506,-78.0139,9100552
165.66,-78.1503,9100561
166.676,-78.0456,9100564
166.387,-78.1248,9100576
166.702,-78.0507,9100577
166.834,-78.0284,9100585
166.368,-78.078,9100594
165.923,-78.1987,9100608
165.631,-78.2545,9100619
166.752,-78.0127,9100622
166.682,-78.047,9100638
165.724,-78.1994,9100655
166.333,-78.0718,9100684
165.979,-78.1316,9100707
166.086,-78.111,9100709
166.428,-78.0896,9100734
166.728,-78.0086,9100763
166.605,-78.0327,9100764
166.746,-78.0596,9100772
165.709,-78.1596,9100776
166.437,-78.047,9100777
166.176,-78.1693,9100792
165.929,-78.1226,9100808
166.489,-78.0567,9100809
166.421,-78.0442,9100819
165.494,-78.2295,9100853
166.497,-78.013,9100975
165.615,-78.2165,9100985
166.579,-78.0285,9101060
166.711,-78.0536,9101086
166.634,-78.0391,9101160
166.843,-78.0316,9101341
165.701,-78.1965,9101445
166.084,-78.1521,9101471
166.182,-78.1715,9101485
165.844,-78.2232,9101492
166.75,-78.0141,9101495
166.066,-78.1489,9101496
165.984,-78.1338,9101507
166.627,-78.0383,9101509
166.157,-78.1254,9101520
166.724,-78.0567,9101535
166.412,-78.088,9101541
166.193,-78.1781,9101546
166.518,-78.018,9101569
166.575,-78.0287,9101570
166.054,-78.1469,9101575
165.727,-78.2016,9101584
166.53,-78.0203,9101595
166.531,-78.0205,9101608
165.223,-78.1829,9101781
165.701,-78.2698,9101804
166.678,-78.0483,9101807
166.034,-78.1436,9101818
165.762,-78.2086,9101843
166.634,-78.0402,9101844
166.532,-78.021,9101869
166.599,-78.0335,9101871
166.647,-78.0428,9101881
166.03,-78.2213,9101904
166.38,-78.0829,9101957
165.999,-78.0971,9101971
166.149,-78.1247,9101992
165.932,-78.085,9102039
166.093,-78.155,9102048
166.7,-78.0532,9102078
166.539,-78.0227,9102079
166.615,-78.0371,9102081
166.579,-78.0303,9102088
166.732,-78.0119,9102092
166.667,-78.0468,9102093
166.564,-78.0275,9102102
166.353,-78.0782,9102141
166.517,-78.0189,9102170
166.576,-78.076,9102229
166.545,-78.0242,9102230
166.368,-78.0811,9102238
166.524,-78.0205,9102351
165.625,-78.2566,9102386
166.01,-78.1798,9102387
164.763,-78.3895,9102407
166.263,-78.0621,9102416
165.653,-78.2261,9102423
166.681,-78.0504,9102426
166.618,-78.0386,9102472
165.468,-78.2278,9102489
166.722,-78.0117,9102879
165.941,-78.1287,9102883
166.416,-78.0475,9102915
166.692,-78.0063,9102928
166.529,-78.0229,9102995
166.17,-78.1725,9102997
166.575,-78.0775,9103005
166.702,-78.0088,9103163
166.449,-78.0986,9103171
166.724,-78.0606,9103174
166.146,-78.1685,9103191
165.679,-78.196,9103195
166.512,-78.0204,9103208
166.622,-78.0412,9103219
166.749,-78.018,9103269
166.021,-78.184,9103330
166.5,-78.1088,9103331
166.712,-78.0585,9103340
166.513,-78.0209,9103342
166.123,-78.1635,9103349
166.622,-78.0414,9103357
166.529,-78.1143,9103376
165.927,-78.1665,9103398
166.168,-78.1732,9103405
166.605,-78.0385,9103425
166.483,-78.0156,9103429
166.28,-78.0679,9103447
165.731,-78.2429,9103456
165.869,-78.1561,9103477
166.084,-78.1565,9103478
166.575,-78.0328,9103529
165.752,-78.0963,9103563
166.602,-78.0383,9103614
166.541,-78.0726,9103633
166.437,-78.053,9103634
166.274,-78.1099,9103649
166.595,-78.083,9103812
166.258,-78.1685,9103872
164.921,-78.3566,9103880
166.061,-78.1531,9103881
166.755,-78.0203,9103882
165.876,-78.3075,9103884
166.738,-78.0172,9103891
166.512,-78.0219,9103901
166.56,-78.031,9103905
166.532,-78.0258,9103909
166.581,-78.0351,9103932
166.151,-78.0454,9104034
166.615,-78.0416,9104064
166.52,-78.0239,9104075
166.72,-78.0618,9104088
165.882,-78.1206,9104092
166.664,-78.0511,9104104
166.02,-78.146,9104114
165.227,-78.3664,9104119
166.617,-78.0422,9104120
165.815,-78.1475,9104121
166.663,-78.0038,9104123
166.129,-78.1664,9104135
166.692,-78.0093,9104146
166.591,-78.0833,9104149
166.57,-78.0333,9104189
165.847,-78.1919,9104192
166.587,-78.037,9104246
166.434,-78.0983,9104281
166.483,-78.0631,9104345
166.139,-78.1697,9104358
166.11,-78.1634,9104392
166.09,-78.1597,9104405
166.464,-78.06,9104434
166.023,-78.1473,9104464
166.653,-78.0026,9104485
166.539,-78.0284,9104492
165.684,-78.3449,9104495
166.585,-78.0372,9104497
165.957,-78.2882,9104506
166.724,-78.0638,9104516
166.649,-78.0496,9104592
166.641,-78.048,9104662
166.699,-78.0117,9104710
166.224,-78.1031,9104719
166.639,-78.0476,9104727
166.743,-78.02,9104729
166.767,-78.0248,9104754
166.079,-78.1212,9104763
166.528,-78.027,9104832
